name,category,occasion,relationship,interests,personality,price,description
RGB Desk Light - Collection 10,Gaming,Anniversary,Parent,gaming esports technology entertainment,"Introverted, Intellectual",4225,"RGB Desk Light - Collection 10, a refined gaming gift for anniversary and gaming enthusiasts."
RGB Desk Light - Collection 11,Gaming,Valentines Day,Family,gaming esports technology entertainment,"Funny, Trendy",4550,"RGB Desk Light - Collection 11, a refined gaming gift for valentines day and gaming enthusiasts."
RGB Desk Light - Collection 12,Gaming,Graduation,Colleague,gaming esports technology entertainment,"Techie, Practical",4875,"RGB Desk Light - Collection 12, a refined gaming gift for graduation and gaming enthusiasts."
RGB Desk Light - Collection 13,Gaming,Housewarming,Classmate,gaming esports technology entertainment,"Classic, Sentimental",5200,"RGB Desk Light - Collection 13, a refined gaming gift for housewarming and gaming enthusiasts."
RGB Desk Light - Collection 14,Gaming,Farewell,Mentor,gaming esports technology entertainment,"Creative, Sentimental",5525,"RGB Desk Light - Collection 14, a refined gaming gift for farewell and gaming enthusiasts."
Controller Charging Dock - Collection 8,Gaming,Birthday,Family,gaming esports technology entertainment,"Adventurous, Extroverted",3575,"Controller Charging Dock - Collection 8, a refined gaming gift for birthday and gaming enthusiasts."
Controller Charging Dock - Collection 9,Gaming,Anniversary,Colleague,gaming esports technology entertainment,"Introverted, Intellectual",3900,"Controller Charging Dock - Collection 9, a refined gaming gift for anniversary and gaming enthusiasts."
Controller Charging Dock - Collection 10,Gaming,Valentines Day,Classmate,gaming esports technology entertainment,"Funny, Trendy",4225,"Controller Charging Dock - Collection 10, a refined gaming gift for valentines day and gaming enthusiasts."
Controller Charging Dock - Collection 11,Gaming,Graduation,Mentor,gaming esports technology entertainment,"Techie, Practical",4550,"Controller Charging Dock - Collection 11, a refined gaming gift for graduation and gaming enthusiasts."
Controller Charging Dock - Collection 12,Gaming,Housewarming,Partner,gaming esports technology entertainment,"Classic, Sentimental",4875,"Controller Charging Dock - Collection 12, a refined gaming gift for housewarming and gaming enthusiasts."
Controller Charging Dock - Collection 13,Gaming,Farewell,Best Friend,gaming esports technology entertainment,"Creative, Sentimental",5200,"Controller Charging Dock - Collection 13, a refined gaming gift for farewell and gaming enthusiasts."
Controller Charging Dock - Collection 14,Gaming,Christmas,Friend,gaming esports technology entertainment,"Romantic, Stylish",5525,"Controller Charging Dock - Collection 14, a refined gaming gift for christmas and gaming enthusiasts."
Gaming Mouse - Collection 8,Gaming,Anniversary,Mentor,gaming esports technology entertainment,"Introverted, Intellectual",3575,"Gaming Mouse - Collection 8, a refined gaming gift for anniversary and gaming enthusiasts."
Gaming Mouse - Collection 9,Gaming,Valentines Day,Partner,gaming esports technology entertainment,"Funny, Trendy",3900,"Gaming Mouse - Collection 9, a refined gaming gift for valentines day and gaming enthusiasts."
Gaming Mouse - Collection 10,Gaming,Graduation,Best Friend,gaming esports technology entertainment,"Techie, Practical",4225,"Gaming Mouse - Collection 10, a refined gaming gift for graduation and gaming enthusiasts."
Gaming Mouse - Collection 11,Gaming,Housewarming,Friend,gaming esports technology entertainment,"Classic, Sentimental",4550,"Gaming Mouse - Collection 11, a refined gaming gift for housewarming and gaming enthusiasts."
Gaming Mouse - Collection 12,Gaming,Farewell,Sibling,gaming esports technology entertainment,"Creative, Sentimental",4875,"Gaming Mouse - Collection 12, a refined gaming gift for farewell and gaming enthusiasts."
Gaming Mouse - Collection 13,Gaming,Christmas,Parent,gaming esports technology entertainment,"Romantic, Stylish",5200,"Gaming Mouse - Collection 13, a refined gaming gift for christmas and gaming enthusiasts."
Gaming Mouse - Collection 14,Gaming,Friendship Day,Family,gaming esports technology entertainment,"Practical, Minimalist",5525,"Gaming Mouse - Collection 14, a refined gaming gift for friendship day and gaming enthusiasts."
Gaming Keyboard - Collection 8,Gaming,Valentines Day,Friend,gaming esports technology entertainment,"Funny, Trendy",3575,"Gaming Keyboard - Collection 8, a refined gaming gift for valentines day and gaming enthusiasts."
Gaming Keyboard - Collection 9,Gaming,Graduation,Sibling,gaming esports technology entertainment,"Techie, Practical",3900,"Gaming Keyboard - Collection 9, a refined gaming gift for graduation and gaming enthusiasts."
Gaming Keyboard - Collection 10,Gaming,Housewarming,Parent,gaming esports technology entertainment,"Classic, Sentimental",4225,"Gaming Keyboard - Collection 10, a refined gaming gift for housewarming and gaming enthusiasts."
Gaming Keyboard - Collection 11,Gaming,Farewell,Family,gaming esports technology entertainment,"Creative, Sentimental",4550,"Gaming Keyboard - Collection 11, a refined gaming gift for farewell and gaming enthusiasts."
Gaming Keyboard - Collection 12,Gaming,Christmas,Colleague,gaming esports technology entertainment,"Romantic, Stylish",4875,"Gaming Keyboard - Collection 12, a refined gaming gift for christmas and gaming enthusiasts."
Gaming Keyboard - Collection 13,Gaming,Friendship Day,Classmate,gaming esports technology entertainment,"Practical, Minimalist",5200,"Gaming Keyboard - Collection 13, a refined gaming gift for friendship day and gaming enthusiasts."
Gaming Keyboard - Collection 14,Gaming,Wedding,Mentor,gaming esports technology entertainment,"Adventurous, Extroverted",5525,"Gaming Keyboard - Collection 14, a refined gaming gift for wedding and gaming enthusiasts."
Desk Mat - Collection 8,Gaming,Graduation,Family,gaming esports technology entertainment,"Techie, Practical",3575,"Desk Mat - Collection 8, a refined gaming gift for graduation and gaming enthusiasts."
Desk Mat - Collection 9,Gaming,Housewarming,Colleague,gaming esports technology entertainment,"Classic, Sentimental",3900,"Desk Mat - Collection 9, a refined gaming gift for housewarming and gaming enthusiasts."
Desk Mat - Collection 10,Gaming,Farewell,Classmate,gaming esports technology entertainment,"Creative, Sentimental",4225,"Desk Mat - Collection 10, a refined gaming gift for farewell and gaming enthusiasts."
Desk Mat - Collection 11,Gaming,Christmas,Mentor,gaming esports technology entertainment,"Romantic, Stylish",4550,"Desk Mat - Collection 11, a refined gaming gift for christmas and gaming enthusiasts."
Desk Mat - Collection 12,Gaming,Friendship Day,Partner,gaming esports technology entertainment,"Practical, Minimalist",4875,"Desk Mat - Collection 12, a refined gaming gift for friendship day and gaming enthusiasts."
Desk Mat - Collection 13,Gaming,Wedding,Best Friend,gaming esports technology entertainment,"Adventurous, Extroverted",5200,"Desk Mat - Collection 13, a refined gaming gift for wedding and gaming enthusiasts."
Desk Mat - Collection 14,Gaming,Promotion,Friend,gaming esports technology entertainment,"Introverted, Intellectual",5525,"Desk Mat - Collection 14, a refined gaming gift for promotion and gaming enthusiasts."
Console Gift Card - Collection 8,Gaming,Housewarming,Mentor,gaming esports technology entertainment,"Classic, Sentimental",3575,"Console Gift Card - Collection 8, a refined gaming gift for housewarming and gaming enthusiasts."
Console Gift Card - Collection 9,Gaming,Farewell,Partner,gaming esports technology entertainment,"Creative, Sentimental",3900,"Console Gift Card - Collection 9, a refined gaming gift for farewell and gaming enthusiasts."
Console Gift Card - Collection 10,Gaming,Christmas,Best Friend,gaming esports technology entertainment,"Romantic, Stylish",4225,"Console Gift Card - Collection 10, a refined gaming gift for christmas and gaming enthusiasts."
Console Gift Card - Collection 11,Gaming,Friendship Day,Friend,gaming esports technology entertainment,"Practical, Minimalist",4550,"Console Gift Card - Collection 11, a refined gaming gift for friendship day and gaming enthusiasts."
Console Gift Card - Collection 12,Gaming,Wedding,Sibling,gaming esports technology entertainment,"Adventurous, Extroverted",4875,"Console Gift Card - Collection 12, a refined gaming gift for wedding and gaming enthusiasts."
Console Gift Card - Collection 13,Gaming,Promotion,Parent,gaming esports technology entertainment,"Introverted, Intellectual",5200,"Console Gift Card - Collection 13, a refined gaming gift for promotion and gaming enthusiasts."
Console Gift Card - Collection 14,Gaming,Thank You,Family,gaming esports technology entertainment,"Funny, Trendy",5525,"Console Gift Card - Collection 14, a refined gaming gift for thank you and gaming enthusiasts."
Game Night Bundle - Collection 8,Gaming,Farewell,Friend,gaming esports technology entertainment,"Creative, Sentimental",3575,"Game Night Bundle - Collection 8, a refined gaming gift for farewell and gaming enthusiasts."
Game Night Bundle - Collection 9,Gaming,Christmas,Sibling,gaming esports technology entertainment,"Romantic, Stylish",3900,"Game Night Bundle - Collection 9, a refined gaming gift for christmas and gaming enthusiasts."
Game Night Bundle - Collection 10,Gaming,Friendship Day,Parent,gaming esports technology entertainment,"Practical, Minimalist",4225,"Game Night Bundle - Collection 10, a refined gaming gift for friendship day and gaming enthusiasts."
Game Night Bundle - Collection 11,Gaming,Wedding,Family,gaming esports technology entertainment,"Adventurous, Extroverted",4550,"Game Night Bundle - Collection 11, a refined gaming gift for wedding and gaming enthusiasts."
Game Night Bundle - Collection 12,Gaming,Promotion,Colleague,gaming esports technology entertainment,"Introverted, Intellectual",4875,"Game Night Bundle - Collection 12, a refined gaming gift for promotion and gaming enthusiasts."
Game Night Bundle - Collection 13,Gaming,Thank You,Classmate,gaming esports technology entertainment,"Funny, Trendy",5200,"Game Night Bundle - Collection 13, a refined gaming gift for thank you and gaming enthusiasts."
Game Night Bundle - Collection 14,Gaming,Just Because,Mentor,gaming esports technology entertainment,"Techie, Practical",5525,"Game Night Bundle - Collection 14, a refined gaming gift for just because and gaming enthusiasts."
Personalized Photo Album - Collection 8,Photography,Thank You,Mentor,photography memories creativity travel,"Romantic, Stylish",1925,"Personalized Photo Album - Collection 8, a refined photography gift for thank you and photography enthusiasts."
Personalized Photo Album - Collection 9,Photography,Just Because,Partner,photography memories creativity travel,"Practical, Minimalist",2100,"Personalized Photo Album - Collection 9, a refined photography gift for just because and photography enthusiasts."
Personalized Photo Album - Collection 10,Photography,Birthday,Best Friend,photography memories creativity travel,"Adventurous, Extroverted",2275,"Personalized Photo Album - Collection 10, a refined photography gift for birthday and photography enthusiasts."
Personalized Photo Album - Collection 11,Photography,Anniversary,Friend,photography memories creativity travel,"Introverted, Intellectual",2450,"Personalized Photo Album - Collection 11, a refined photography gift for anniversary and photography enthusiasts."
Personalized Photo Album - Collection 12,Photography,Valentines Day,Sibling,photography memories creativity travel,"Funny, Trendy",2625,"Personalized Photo Album - Collection 12, a refined photography gift for valentines day and photography enthusiasts."
